summer[-0.99680199999999997, -0.091211, 0.62635099999999999, -0.47361599999999998, -0.36302200000000001, 0.043194000000000003, -1.562066, 0.19658600000000001, -0.256525, -0.311589]
show[0.050812999999999997, 0.457341, -1.0643819999999999, -0.52337299999999998, 0.187449, 0.41160400000000003, 0.41825899999999999, 0.18531300000000001, -1.1248419999999999, 0.094821000000000003]
money[0.13353300000000001, -0.049013000000000001, -0.94256600000000001, 0.28273900000000002, 0.37501699999999999, 0.75881799999999999, -1.252265, 0.85739900000000002, -0.30078199999999999, 0.38950800000000002]
soon[0.51402899999999996, 0.23940900000000001, 0.127327, -0.88496699999999995, 0.62186799999999998, -1.0475650000000001, -0.02239, -0.451048, -0.31421900000000003, 0.27717700000000001]
stfu[0.27660899999999999, 0.75502000000000002, -0.77770499999999998, -0.24879100000000001, 0.89541599999999999, 0.17901600000000001, -1.7523899999999999, -0.018324, 0.70854300000000003, -1.3743860000000001]
sleep[0.46832499999999999, -0.61468199999999995, -1.0833630000000001, -0.93232999999999999, 0.296906, -0.60158599999999995, 0.72635700000000003, -0.46889399999999998, 0.65234800000000004, -0.67149800000000004]
thanks[0.15535499999999999, 0.883521, 0.19889100000000001, -1.221881, 0.97777800000000004, -0.19799700000000001, -0.65666400000000003, -0.39271699999999998, -0.095212000000000005, -0.64137699999999997]
talk[0.43400100000000003, -0.41477199999999997, -0.52334999999999998, 0.227413, -0.21013000000000001, -0.98064700000000005, -0.69057900000000005, 0.50449699999999997, 0.81209399999999998, 0.14063600000000001]
yes[-1.1112109999999999, 0.39555200000000001, -0.58494000000000002, -0.30933300000000002, -0.60039399999999998, 0.42788399999999999, -0.85376099999999999, -0.18934200000000001, -0.92559599999999997, -0.10510799999999999]
still[-0.77501100000000001, 0.64141099999999995, -0.041875999999999997, 0.123727, -0.55076899999999995, -0.28575099999999998, -1.271614, 0.177674, -0.103838, -0.60000200000000004]
hate[0.90558799999999995, -0.65573700000000001, 0.021908, 0.32053399999999999, 0.86815799999999999, -0.46893800000000002, -0.65103599999999995, 0.86394400000000005, 0.70691499999999996, -0.60774899999999998]
